UPDATED,ENTRY_DATE,EVENT_LCL_DATE,EVENT_LCL_TIME,LOC_CITY_NAME,LOC_STATE_NAME,LOC_CNTRY_NAME,RMK_TEXT,EVENT_TYPE_DESC,FSDO_DESC,REGIST_NBR,FLT_NBR,ACFT_OPRTR,ACFT_MAKE_NAME,ACFT_MODEL_NAME,ACFT_MISSING_FLAG,ACFT_DMG_DESC,FLT_ACTIVITY,FLT_PHASE,FAR_PART,MAX_INJ_LVL,FATAL_FLAG,FLT_CRW_INJ_NONE,FLT_CRW_INJ_MINOR,FLT_CRW_INJ_SERIOUS,FLT_CRW_INJ_FATAL,FLT_CRW_INJ_UNK,CBN_CRW_INJ_NONE,CBN_CRW_INJ_MINOR,CBN_CRW_INJ_SERIOUS,CBN_CRW_INJ_FATAL,CBN_CRW_INJ_UNK,PAX_INJ_NONE,PAX_INJ_MINOR,PAX_INJ_SERIOUS,PAX_INJ_FATAL,PAX_INJ_UNK,GRND_INJ_NONE,GRND_INJ_MINOR,GRND_INJ_SERIOUS,GRND_INJ_FATAL,GRND_INJ_UNK
No,21-FEB-24,21-FEB-24,19:30:00Z,PERRYVILLE,MISSOURI,UNITED STATES,"AIRCRAFT LANDED ON A SANDBAR ON THE MISSISSIPPI RIVER, THE LEFT MAIN GEAR BECAME STUCK IN THE SAND AND TIPPED ON ITS NOSE, PERRYVILLE, MO.",INCIDENT,ST LOUIS FSDO,N3650K,,,PIPER,J3C-65,No,UNKNOWN,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,21-FEB-24,20-FEB-24,17:36:00Z,DUNNELLON,FLORIDA,UNITED STATES,"AIRCRAFT DECLARED AN EMERGENCY DUE TO ENGINE ISSUES AND LANDED IN A FIELD, DUNNELLON, FL.",ACCIDENT,ORLANDO FSDO,N8158F,,,CESSNA,150,No,SUBSTANTIAL,PERSONAL,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,21-FEB-24,17-FEB-24,14:54:00Z,CHANTILLY,VIRGINIA,UNITED STATES,"AIRCRAFT ENCOUNTERED A  TAIL STRIKE DURING DEPARTURE AND RETURNED TO IAD, CHANTILLY, VA.",INCIDENT,WASHINGTON FSDO,N69059,UAL345,UNITED AIRLINES,BOEING,767,No,UNKNOWN,COMMERCIAL,TAKEOFF (TOF),121.0,NONE,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,21-FEB-24,20-FEB-24,16:10:00Z,OKLAHOMA CITY,OKLAHOMA,UNITED STATES,"AIRCRAFT NOSE GEAR COLLAPSED ON LANDING, OKLAHOMA CITY, OK.",INCIDENT,WILL ROGERS FSDO,N5958Q,,,MOONEY,M20E,No,UNKNOWN,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,21-FEB-24,18-FEB-24,20:09:00Z,BOGOTA,CUNDINAMARCA,COLOMBIA,"AIRCRAFT EXPERIENCED SEVERE TURBULENCE INJURYING FLIGHT ATTENDANTS AND A PASSENGER, BOGOTA, COLOMBIA.",INCIDENT,MIAMI IFO,N176DZ,DAL253,DELTA AIRLINES,BOEING,767,No,UNKNOWN,COMMERCIAL,EN ROUTE (ENR),121.0,MINOR,No,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
No,20-FEB-24,17-FEB-24,20:30:00Z,BRAWLEY,CALIFORNIA,UNITED STATES,"AIRCRAFT TAIL ROTOR STRUCK BUSHES ON DEPARTURE, BRAWLEY, CA.",INCIDENT,SAN DIEGO FSDO,N612RX,,,AIRBUS,AS350,No,UNKNOWN,UNKNOWN,TAKEOFF (TOF),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
No,20-FEB-24,16-FEB-24,14:13:00Z,TUSCALOOSA,ALABAMA,UNITED STATES,"AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES IN A RIVER, TUSCALOOSA, AL.",ACCIDENT,ALABAMA AND NW FLORIDA FSDO,N9160H,,,CESSNA,172,No,DESTROYED,PERSONAL,EN ROUTE (ENR),91.0,FATAL,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,20-FEB-24,18-FEB-24,23:00:00Z,GALENA,ALASKA,UNITED STATES,"AIRCRAFT REPORTED CARB ICING, MADE A FORCED LANDING AND SKIS STRUCK A TREE, GALENA, AK.",ACCIDENT,FAIRBANKS FSDO,N406AK,,,EXPERIMENTAL,BEARHAWK PATROL,No,SUBSTANTIAL,PERSONAL,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,20-FEB-24,17-FEB-24,01:28:00Z,EVERETT,WASHINGTON,UNITED STATES,"AIRCRAFT EXPERIENCED ENGINE ISSUES AND CRASHED LANDED IN A TREE, EVERETT, WA.",ACCIDENT,SEATTLE FSDO,N3538V,,,CESSNA,150,No,SUBSTANTIAL,UNKNOWN,APPROACH (APR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,20-FEB-24,16-FEB-24,16:18:00Z,WILMINGTON,NORTH CAROLINA,UNITED STATES,"AIRCRAFT LANDED AND VEERED OFF TAXIWAY INTO THE GRASS, WILMINGTON, NC.",INCIDENT,GREENSBORO FSDO,N389DC,,,DIAMOND,DA20,No,UNKNOWN,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,20-FEB-24,18-FEB-24,00:58:00Z,PHOENIX,ARIZONA,UNITED STATES,"AIRCRAFT DECLARED AN EMERGENCY AFTER HEARING A LOUD BANG AND LANDED NEAR A ROAD, PHOENIX, AZ.",INCIDENT,SCOTTSDALE FSDO,N407SL,,,BELL,407,No,UNKNOWN,UNKNOWN,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
No,20-FEB-24,16-FEB-24,20:15:00Z,TITUSVILLE,FLORIDA,UNITED STATES,"AIRCRAFT STRUCK A BIRD DAMAGING RIGHT WING, TITUSVILLE, FL.",INCIDENT,ORLANDO FSDO,N523PG,,,CIRRUS,SR20,No,UNKNOWN,PERSONAL,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,20-FEB-24,17-FEB-24,03:30:00Z,PETERSVILLE,ALASKA,UNITED STATES,"AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES STRIKING TREES AND CAME TO REST ON THE GROUND INVERTED, PETERSVILLE, AK.",INCIDENT,ANCHORAGE FSDO,N1258V,,,CESSNA,R172,No,UNKNOWN,PERSONAL,UNKNOWN (UNK),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,20-FEB-24,16-FEB-24,16:48:00Z,GEORGETOWN,TEXAS,UNITED STATES,"AIRCRAFT LANDED HARD DAMAGING THE GEAR, GEORGETOWN, TX.",INCIDENT,SAN ANTONIO FSDO,N2562C,,,AERONCA,7CCM,No,UNKNOWN,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,20-FEB-24,17-FEB-24,17:18:00Z,FORT MYERS,FLORIDA,UNITED STATES,"AIRCRAFT INCURRED A PROP STRIKE WHILE LANDING, FORT MYERS, FL.",INCIDENT,TAMPA FSDO,N5218U,,,CESSNA,172,No,UNKNOWN,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,20-FEB-24,16-FEB-24,21:30:00Z,DAYTONA BEACH,FLORIDA,UNITED STATES,"AIRCRAFT SIDE WINDOW SEPARATED WHILE DEPARTING, DAYTONA BEACH, FL.",INCIDENT,ORLANDO FSDO,N6262H,,,PIPER,PA23,No,MINOR,PERSONAL,TAKEOFF (TOF),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,20-FEB-24,19-FEB-24,18:23:00Z,GREENVILLE,SOUTH CAROLINA,UNITED STATES,"AIRCRAFT LANDED GEAR UP, GREENVILLE, SC.",INCIDENT,COLUMBIA FSDO,N7748M,,,MOONEY,M20C,No,UNKNOWN,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,20-FEB-24,19-FEB-24,19:40:00Z,MOUNT PLEASANT,TEXAS,UNITED STATES,"AIRCRAFT EXPERIENCED ENGINE ISSUES AND LANDED IN A FIELD, MOUNT PLEASANT, TX.",INCIDENT,NORTH TEXAS FSDO,N50581,,,CESSNA,150,No,UNKNOWN,UNKNOWN,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,16-FEB-24,15-FEB-24,22:20:00Z,LOUISVILLE,KENTUCKY,UNITED STATES,"AIRCRAFT FRONT CARGO DOOR DEPARTED WHILE ON FINAL, LOUISVILLE, KY.",INCIDENT,LOUISVILLE FSDO,N3438W,,,PIPER,PA32,No,MINOR,PERSONAL,APPROACH (APR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,16-FEB-24,16-FEB-24,06:55:00Z,PIERSON,FLORIDA,UNITED STATES,"AIRCRAFT EXPERIENCED LOW FUEL, ENGINE QUIT AND LANDED ON A ROAD, PIERSON, FL.",INCIDENT,ORLANDO FSDO,N8257L,,,CESSNA,172,No,UNKNOWN,PERSONAL,EN ROUTE (ENR),91.0,UNKNOWN,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,16-FEB-24,15-FEB-24,23:30:00Z,POLK CITY,FLORIDA,UNITED STATES,"AIRCRAFT CRASHED IN A FIELD FOR UNKNOWN REASONS, POLK CITY, FL.",INCIDENT,ORLANDO FSDO,N429SH,,,ALEXANDER SCHLEICHER GMBH,ASW 27-18,No,UNKNOWN,PERSONAL,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,16-FEB-24,15-FEB-24,19:15:00Z,NEWTON,KANSAS,UNITED STATES,"AIRCRAFT EXPERIENCED ENGINE ISSUES AND MADE A FORCED LANDING IN A FIELD, NEWTON, KS.",INCIDENT,WICHITA FSDO,N13MR,,,VANS,RV4,No,UNKNOWN,PERSONAL,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,16-FEB-24,15-FEB-24,01:58:00Z,GARY,INDIANA,UNITED STATES,"AIRCRAFT STRUCK A BIRD AND POST FLIGHT INSPECTION REVEALED A DENT IN THE RIGHT WING, GARY, IN.",INCIDENT,GREATER CHICAGO FSDO,N3033T,,,PIPER,PA28,No,UNKNOWN,INSTRUCTION,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,15-FEB-24,14-FEB-24,20:15:00Z,BENTONVILLE,ARKANSAS,UNITED STATES,"AIRCRAFT ABORTED TAKEOFF AND RAN OFF THE END OF THE RUNWAY, AND BECAME STUCK IN THE MUD DUE TO BROKEN YOKE, BENTONVILLE, AR.",INCIDENT,LITTLE ROCK FSDO,N95GK,,,BEECH,400A,No,UNKNOWN,UNKNOWN,TAKEOFF (TOF),91.0,MINOR,No,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
No,15-FEB-24,30-JAN-24,18:00:00Z,PRESCOTT,ARIZONA,UNITED STATES,"AIRCRAFT LANDED AND WHILE TAXIING, LEFT WING STRUCK THE TAILS OF TWO PARKED AIRCRAFT - N6166U AND N5494T, PRESCOTT, AZ.",INCIDENT,SCOTTSDALE FSDO,N78925,,,MOONEY,M20C,No,UNKNOWN,UNKNOWN,TAXI (TXI),91.0,NONE,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,15-FEB-24,14-FEB-24,23:00:00Z,KARLUCK,ALASKA,UNITED STATES,"AIRCRAFT LANDED, LOST CONTROL AND BROKE AXLE, KARLUCK, AK.",INCIDENT,ANCHORAGE FSDO,N31589,,,PIPER,PA32,No,MINOR,UNKNOWN,LANDING (LDG),135.0,NONE,No,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
No,15-FEB-24,14-FEB-24,17:25:00Z,TAYLOR,TEXAS,UNITED STATES,"AIRCRAFT LANDED AND GEAR COLLAPSED, TAYLOR, TX.",INCIDENT,LUBBOCK FSDO,N5520Q,,,MOONEY,M20E,No,UNKNOWN,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,15-FEB-24,14-FEB-24,23:12:00Z,BROOKSVILLE,FLORIDA,UNITED STATES,"AIRCRAFT DECLARED AN EMERGENCY DUE TO ENGINE ISSUES AND LANDED IN A FIELD, BROOKSVILLE, FL.",INCIDENT,TAMPA FSDO,N4230B,,,BEECH,F35,No,UNKNOWN,PERSONAL,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,15-FEB-24,15-FEB-24,01:58:00Z,GARY,INDIANA,UNITED STATES,"AIRCRAFT STRUCK A BIRD AND POST FLIGHT INSPECTION REVEALED A DENT IN THE RIGHT WING, GARY, IN.",INCIDENT,GREATER CHICAGO FSDO,N3033T,,,PIPER,PA28,No,UNKNOWN,PERSONAL,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,15-FEB-24,01-FEB-24,18:00:00Z,DENVER,COLORADO,UNITED STATES,"AIRCRAFT NOSE WHEEL COLLAPSED, DENVER, CO.",INCIDENT,DENVER FSDO,N2882C,,,PIPER,PA44,No,UNKNOWN,PERSONAL,UNKNOWN (UNK),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,15-FEB-24,14-FEB-24,13:35:00Z,BOISE,IDAHO,UNITED STATES,"AIRCRAFT LANDED WITH TOW BAR STILL ATTACHED TO FRONT GEAR, BOISE, ID.",INCIDENT,BOISE FSDO,N429CC,,,ECLIPSE AEROSPACE,EA500,No,MINOR,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,15-FEB-24,14-FEB-24,22:50:00Z,FALLBROOK,CALIFORNIA,UNITED STATES,"AIRCRAFT GROUND LOOPED ON LANDING, FALLBROOK, CA.",INCIDENT,SAN DIEGO FSDO,N165JL,,,EXPERIMENTAL,SUNDERLAND S18,No,MINOR,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,15-FEB-24,14-FEB-24,17:20:00Z,MESA,ARIZONA,UNITED STATES,"AIRCRAFT GROUND LOOPED ON LANDING AND VEERED OFF RUNWAY, MESA, AZ.",ACCIDENT,SCOTTSDALE FSDO,N25EN,,,KITFOX,IV,No,SUBSTANTIAL,OTHER,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,15-FEB-24,15-FEB-24,00:15:00Z,LEWISTOWN,MONTANA,UNITED STATES,"AIRCRAFT FLEW INTO WHITE OUT CONDITIONS WHILE LANDING AND CRASHED INTO TERRAIN, LEWISTOWN, MT.",ACCIDENT,HELENA FSDO,N899JS,,,ENSTROM,280FX,No,SUBSTANTIAL,UNKNOWN,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,14-FEB-24,13-FEB-24,16:00:00Z,REIDSVILLE,NORTH CAROLINA,UNITED STATES,"AIRCRAFT NOSE GEAR COLLAPSED ON LANDING, REIDSVILLE, NC.",INCIDENT,GREENSBORO FSDO,N25745,,,BEECH,E55,No,UNKNOWN,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,14-FEB-24,14-FEB-24,02:12:00Z,PHOENIX,ARIZONA,UNITED STATES,"AIRCRAFT LANDED GEAR UP, PHOENIX, AZ.",INCIDENT,SCOTTSDALE FSDO,N4617S,,,CESSNA,R182,No,UNKNOWN,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,14-FEB-24,13-FEB-24,19:21:00Z,EVANSVILLE,INDIANA,UNITED STATES,"AIRCRAFT ON LANDING AND LEFT MAIN GEAR COLLAPSED, EVANSVILLE, IN.",ACCIDENT,INDIANAPOLIS FSDO,N287P,,,PIPER,PA28,No,SUBSTANTIAL,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,14-FEB-24,13-FEB-24,23:53:00Z,MELBOURNE,FLORIDA,UNITED STATES,"AIRCRAFT TAXIING AND STRUCK A RUNWAY LIGHT, MELBOURNE, FL.",INCIDENT,ORLANDO FSDO,N650FT,,FLORIDA INSTITUTE OF TECHNOLOGY,PIPER,PA28,No,UNKNOWN,FAR 141 PILOT SCHOOL,TAXI (TXI),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
No,14-FEB-24,13-FEB-24,15:29:00Z,ST LOUIS,MISSOURI,UNITED STATES,"AIRCRAFT PORPOISED ON LANDING INCURRING A PROP STRIKE, ST LOUIS, MO.",INCIDENT,ST LOUIS FSDO,N445LM,,,BRM AERO,BRISTELL,No,UNKNOWN,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,13-FEB-24,11-FEB-24,16:45:00Z,WESTMAN ISLANDS,VESTMANNAEYJAR,ICELAND,"AIRCRAFT ENCOUNTERED A MID-AIR COLLISION WITH N24SR, WESTMAN ISLANDS, ICELAND.",INCIDENT,NEW YORK IFO,N150YD,,,RAYTHEON,B200,No,MINOR,FERRY,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,13-FEB-24,11-FEB-24,20:30:00Z,GLACIER VIEW,ALASKA,UNITED STATES,"AIRCRAFT FLEX PLATE FAILED ON THE TAIL ROTOR AND DISCONNECTED FROM THE DRIVESHAFT, GLACIER VIEW, AK.",ACCIDENT,ANCHORAGE FSDO,N74868,,,ROBINSON,R44,No,SUBSTANTIAL,UNKNOWN,UNKNOWN (UNK),,NONE,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,13-FEB-24,12-FEB-24,22:42:00Z,BUFFALO,NEW YORK,UNITED STATES,"AIRCRAFT LOST THE LEFT REAR PASSENGER DOOR, BUFFALO, NY.",INCIDENT,ROCHESTER FSDO,N568CA,,,DIAMOND,DA40,No,UNKNOWN,PERSONAL,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,13-FEB-24,12-FEB-24,17:49:00Z,SOUTH LYON,MICHIGAN,UNITED STATES,"AIRCRAFT LEFT WING CLIPPED A TREE DUE TO WIND GUST WHILE LANDING, SOUTH LYON, MI.",INCIDENT,EAST MICHIGAN FSDO,N87965,,,PIPER,J3C-65,No,UNKNOWN,PERSONAL,LANDING (LDG),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,13-FEB-24,11-FEB-24,17:18:00Z,PUERTO ESCONDIDO,OAXACA,MEXICO,"AIRCRAFT MADE A FORCED LANDING ON A BEACH SHORTLY AFTER TAKEOFF, PUERTO ESCONDIDO, MEXICO.",ACCIDENT,DALLAS IFO,N80GE,,,CESSNA,208,No,SUBSTANTIAL,SKYDIVING,INITIAL CLIMB (ICL),,FATAL,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0
No,13-FEB-24,11-FEB-24,16:45:00Z,WESTMAN ISLANDS,VESTMANNAEYJAR,ICELAND,"AIRCRAFT ENCOUNTERED A MID-AIR COLLILSION WITH N150YD, WESTMAN ISLAND, ICELAND.",INCIDENT,NEW YORK IFO,N24SR,,,RAYTHEON,B200,No,UNKNOWN,FERRY,EN ROUTE (ENR),91.0,NONE,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
